ORIGIN,,,,,,,,,,STATUS,,,,,DESCRIPTION AND CATALOG OF THE RULE,,,,,,MAIN DATA INFORMATION,,,,,,,,,,,TECHNICAL INFORMATION,,,,,,,,,,,,,,,,,,,,"Modificado (cambiado color a amarillo) --> NO TOCAR ARRASTRAR FORMULA
Nueva versión en verde (ajustar MMRule ""0N"")--> (Normativa de repositorios de configuraciones y jobs - 3.2 )",,,,,Extra info C360,,,Revision Final-WIP,,nueva version en verde,,,,
Local,,,,,,,,,C360-CS-0460,FINISHED,DELIVERED,,4Q21,,5.3-Comparison between different values ​​of data related to each other (data in the same object): Logical comparison between two fields or expresions are in the same object,,NO,,El límite superior de consumo debe ser mayor al límite inferior.,The upper limit of consumption must be greater than the lower limit.,gf_lgt_avg_cons_upp_lm_number,,,,,,t_kwth_light_price,,,,,,,,,N/A,N/A,,,,,,,,N/A,FALSE,,GL_DOM_t_kwth_light_price_5.3_000,NO CHANGES,,15.1.0,KWTH_light-price_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kwth-gl-hmm-qlt-lightpricemrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kwth-gl-hmm-qlt-lightpricemrfield-01.json?at=refs%2Ftags%2Fv18.3.3",KWTH,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kwth/blob/15.1.0/hammurabi/confs/master/kwth/KWTH_light-price_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,C360-CS-0456,FINISHED,DELIVERED,,4Q21,,3.4-Checking the data value within the expected range (value within a range),,NO,,El factor debe ser mayor o igual a 0.,The factor must be greater than or equal to 0.,gf_price_kms_factor_number,,,,,,t_kwth_transport_sustnbl_factor,,,,,,,,,N/A,N/A,,,,,,,,N/A,FALSE,,GL_DOM_t_kwth_transport_sustnbl_factor_3.4_000,NO CHANGES,,15.1.0,KWTH_transport-sustnbl-factor_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kwth-gl-hmm-qlt-transportsustnblfacmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kwth-gl-hmm-qlt-transportsustnblfacmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",KWTH,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kwth/blob/15.1.0/hammurabi/confs/master/kwth/KWTH_transport-sustnbl-factor_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,C360-CS-0484,FINISHED,DELIVERED,,2Q25,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo:
C529","This field must have one of the values ​​listed in your catalog:
C529",g_person_role_type,,,,,,t_re4m_physical_interaction_acti,,,,,,,,,N/A,C529,,,,,,,,N/A,FALSE,,GL_DOM_t_re4m_physical_interaction_acti_3.5_003,MOD,,16.1.3,RE4M_physical-interaction-acti_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmrfield-01.json?at=refs%2Ftags%2Fv18.4.1
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmrfield-01.json?at=refs%2Ftags%2Fv18.4.1",RE4M,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-re4m/blob/16.1.3/hammurabi/confs/master/re4m/RE4M_physical-interaction-acti_MRField.conf,,21/05/2025,Modified,
Local,,,,,,,,,C360-CS-0463,FINISHED,DELIVERED,,4Q21,,3.4-Checking the data value within the expected range (value within a range),,NO,,El importe debe ser mayor o igual a 0.,The amount must be greater than or equal to 0.,gf_trip_average_kms_number,,,,,,t_kwth_transport_trip_distance,,,,,,,,,N/A,N/A,,,,,,,,N/A,FALSE,,GL_DOM_t_kwth_transport_trip_distance_3.4_000,NO CHANGES,,15.1.0,KWTH_transport-trip-distance_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kwth-gl-hmm-qlt-transporttripdistanmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kwth-gl-hmm-qlt-transporttripdistanmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",KWTH,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kwth/blob/15.1.0/hammurabi/confs/master/kwth/KWTH_transport-trip-distance_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,MVP REGULARIZACION,FINISHED,DELIVERED,,4Q25,,3.2-Checking the format of the field (Data type and format),,NO,,"El valor del dato cumple con el formato requerido:
ALPHANUMERIC(40)","The data value complies with the required format:
ALPHANUMERIC(40)",gf_audit_insertion_user_id,,,,,,t_kcpg_customer_cust_prod_mp,,,,,,,,,ALPHANUMERIC(40),"^.{1,40}$",,,,,,,,N/A,TRUE,,29001a2919,NEW,,18.3.3,KCPG_customer-cust-prod-mp_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-customercustprodmpmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-customercustprodmpmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",KCPG,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kcpg/blob/18.3.3/hammurabi/confs/master/kcpg/KCPG_customer-cust-prod-mp_MRField.conf,,04/11/2025,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,3.2-Checking the format of the field (Data type and format),,YES,,El valor del dato cumple con el formato requerido: ALPHANUMERIC(200),The data value complies with the required format: ALPHANUMERIC(200),gf_interaction_id,,,,,,t_re4m_physical_interaction_acti,,,,,,,,,ALPHANUMERIC(200),N/A,,,,,,,,N/A,TRUE,,GL_MVP_t_re4m_physical_interaction_acti_3.2_004,MOD,,16.1.3,RE4M_physical-interaction-acti_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmrfield-01.json?at=refs%2Ftags%2Fv18.4.1
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmrfield-01.json?at=refs%2Ftags%2Fv18.4.1",RE4M,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-re4m/blob/16.1.3/hammurabi/confs/master/re4m/RE4M_physical-interaction-acti_MRField.conf,,21/05/2025,Modified,
Local,,,,,,,,,C360-CS-0458,FINISHED,DELIVERED,,3Q23,,3.4-Checking the data value within the expected range (value within a range),,NO,,El importe debe ser mayor o igual a 0.,The amount must be greater than or equal to 0.,gf_lgt_avg_cons_low_lm_number,,,,,,t_kwth_light_price,,,,,,,,,N/A,N/A,,,,,,,,N/A,FALSE,,GL_DOM_t_kwth_light_price_3.4_000,NO CHANGES,,15.1.0,KWTH_light-price_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kwth-gl-hmm-qlt-lightpricemrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kwth-gl-hmm-qlt-lightpricemrfield-01.json?at=refs%2Ftags%2Fv18.3.3",KWTH,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kwth/blob/15.1.0/hammurabi/confs/master/kwth/KWTH_light-price_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,C360-CS-0457,FINISHED,DELIVERED,,4Q21,,3.4-Checking the data value within the expected range (value within a range),,NO,,El importe debe ser mayor o igual a 0.,The amount must be greater than or equal to 0.,gf_taxi_initial_fare_amount,,,,,,t_kwth_taxi_fares_calculation,,,,,,,,,N/A,N/A,,,,,,,,N/A,FALSE,,GL_DOM_t_kwth_taxi_fares_calculation_3.4_000,NO CHANGES,,15.1.0,KWTH_taxi-fares-calculation_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kwth-gl-hmm-qlt-taxifarescalculatiomrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kwth-gl-hmm-qlt-taxifarescalculatiomrfield-01.json?at=refs%2Ftags%2Fv18.3.3",KWTH,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kwth/blob/15.1.0/hammurabi/confs/master/kwth/KWTH_taxi-fares-calculation_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,C360-CS-0453,FINISHED,DELIVERED,,4Q21,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo:
C359","This field must have one of the values ​​listed in your catalog:
C359",g_transport_class_id,,,,,,t_kwth_transport_sustnbl_factor,,,,,,,,,N/A,C359,,,,,,,,N/A,FALSE,,GL_DOM_t_kwth_transport_sustnbl_factor_3.5_000,NO CHANGES,,15.1.0,KWTH_transport-sustnbl-factor_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kwth-gl-hmm-qlt-transportsustnblfacmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kwth-gl-hmm-qlt-transportsustnblfacmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",KWTH,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kwth/blob/15.1.0/hammurabi/confs/master/kwth/KWTH_transport-sustnbl-factor_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,C360-CS-0485,FINISHED,DELIVERED,,2Q25,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo:
C071","This field must have one of the values ​​listed in your catalog:
C071",g_channel_id,,,,,,t_re4m_physical_interaction_acti,,,,,,,,,N/A,C071,,,,,,,,N/A,FALSE,,GL_DOM_t_re4m_physical_interaction_acti_3.5_004,MOD,,16.1.3,RE4M_physical-interaction-acti_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmrfield-01.json?at=refs%2Ftags%2Fv18.4.1
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmrfield-01.json?at=refs%2Ftags%2Fv18.4.1",RE4M,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-re4m/blob/16.1.3/hammurabi/confs/master/re4m/RE4M_physical-interaction-acti_MRField.conf,,21/05/2025,Modified,
Local,,,,,,,,,C360-CS-0466,FINISHED,DELIVERED,,4Q21,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo:
C245","This field must have one of the values ​​listed in your catalog:
C245",g_country_id,,,,,,t_kwth_transport_trip_distance,,,,,,,,,N/A,C245,,,,,,,,N/A,FALSE,,GL_DOM_t_kwth_transport_trip_distance_3.5_000,NO CHANGES,,15.1.0,KWTH_transport-trip-distance_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kwth-gl-hmm-qlt-transporttripdistanmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kwth-gl-hmm-qlt-transporttripdistanmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",KWTH,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kwth/blob/15.1.0/hammurabi/confs/master/kwth/KWTH_transport-trip-distance_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,3.2-Checking the format of the field (Data type and format),,NO,,El valor del dato cumple con el formato requerido: ALPHANUMERIC(4),The data value complies with the required format: ALPHANUMERIC(4),gf_entity_id,,,,,,t_re4m_physical_interaction_acti,,,,,,,,,ALPHANUMERIC(4),N/A,,,,,,,,N/A,TRUE,,GL_MVP_t_re4m_physical_interaction_acti_3.2_002,MOD,,16.1.3,RE4M_physical-interaction-acti_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmrfield-01.json?at=refs%2Ftags%2Fv18.4.1
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmrfield-01.json?at=refs%2Ftags%2Fv18.4.1",RE4M,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-re4m/blob/16.1.3/hammurabi/confs/master/re4m/RE4M_physical-interaction-acti_MRField.conf,,21/05/2025,Modified,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,4.2-Duplication of records for the same data (Duplicates),,YES,,"El campo clave formado por g_country_id
g_entity_id
g_entity_id
gf_interaction_activity_id
gf_interaction_id
gf_cutoff_date
gf_interaction_start_date
g_data_source_origin_type
g_entific_id","The Table 
 does not contain duplicates in its Primary Key formed by g_country_id
g_entity_id
gf_interaction_activity_id
gf_interaction_id
gf_cutoff_date
gf_interaction_start_date
g_data_source_origin_type
g_entific_id","g_entity_id
gf_interaction_activity_id
gf_interaction_id
gf_cutoff_date
gf_interaction_start_date
g_data_source_origin_type
g_entific_id",,,,,,t_re4m_physical_interaction_acti,,,,,,,,,N/A,N/A,,,,,,,,N/A,TRUE,,GL_STR_t_re4m_physical_interaction_acti_4.2_000,MOD,,16.1.3,RE4M_physical-interaction-acti_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmrfield-01.json?at=refs%2Ftags%2Fv18.4.1
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmrfield-01.json?at=refs%2Ftags%2Fv18.4.1",RE4M,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-re4m/blob/16.1.3/hammurabi/confs/master/re4m/RE4M_physical-interaction-acti_MRField.conf,,21/05/2025,Modified,
Local,,,,,,,,,C360-CS-0872,FINISHED,DELIVERED,,4Q23,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo:
Y/N","This field must have one of the values ​​listed in your catalog:
Y/N",gf_higher_trnslty_ind_type,,,,,,t_katc_relevant_facts,,,,,,,,,N/A,Y/N,,,,,,,,Cuando gf_higher_trnslty_ind_type sea distinto de NULL y vacío,FALSE,,GL_DOM_t_katc_relevant_facts_3.5_002,NO CHANGES,,15.1.0,KATC_relevant-facts_MRField.conf,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data

JOB EXTRALIBS:
     extralibs: Link to custom repository",,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-relevantfactsmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-relevantfactsmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/15.1.0/hammurabi/confs/master/katc/KATC_relevant-facts_MRField.conf,https://artifactory-gdt.central-01.nextgen.igrupobbva/artifactory/gl-datio-spark-libs-maven-local/com/bbva/projectsdatio/c360hammcustom/1.3.4/c360hammcustom-1.3.4-jar-with-dependencies.jar,06/11/2024,Stock,
Holding,,,,,,,,,C360-Sust-169,FINISHED,DELIVERED,,1Q25,,5.3-Comparison between different values ​​of data related to each other (data in the same object): Logical comparison between two fields or expresions are in the same object,,NO,,Las emisiones de scope 3 atribuidas (gf_scope_3_atrb_ems_number) deben ser <= a las emisiones de scope 3 estimadas (gf_scope_3_est_ems_number),The attributed Scope 3 emissions (gf_scope_3_atrb_ems_number) must be <= the estimated Scope 3 emissions (gf_scope_3_est_ems_number),gf_scope_3_atrb_ems_number,,,,,,t_rzua_contract_output_emissions,,,,,,,,,N/A,N/A,,,,,,,,N/A,FALSE,,GL_DOM_t_rzua_contract_output_emissions_5.3_004,MOD,,19.0.2,t_rzua_contract_output_emissions-qlm-MRField.conf,CUTOFF_DATE: Date of the data,,,#N/A,RZUA,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-rzua/blob/19.0.2/hammurabi/confs/master/rzua/t_rzua_contract_output_emissions-qlm-MRField.conf,,26/05/2026,Modified,
Holding,,,,,,,,,C360-Sust-141,FINISHED,DELIVERED,,2Q23,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo:
C245","This field must have one of the values ​​listed in your catalog:
C245",g_country_id,,,,,,t_b0hn_sust_groups_fdbk_detail,,,,,,,,,N/A,C245,,,,,,,,N/A,FALSE,,GL_DOM_t_b0hn_sust_groups_fdbk_detail_3.5_003,NO CHANGES,,15.1.0,B0HN_sust-groups-fdbk-detail_MRField.conf,CUTOFF_DATE: Date of the data,,,#N/A,B0HN,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-b0hn/blob/15.1.0/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk-detail_MRField.conf,,06/11/2024,Stock,
Holding,,,,,,,,,C360-CS-0769,FINISHED,DELIVERED,,2Q23,,5.3-Comparison between different values ​​of data related to each other (data in the same object): Logical comparison between two fields or expresions are in the same object,,NO,,"Cuando NOMBRE RESPUESTA SOSTENIBILIDAD PROVEEDOR (gf_sust_supplier_response_name) sea ""YES"" y el IDENTIFICADOR PREGUNTA SOSTENIBILIDAD PROVEEDOR (gf_sust_supplier_question_id) no sea el 7, el valor de NUMERO PUNTUACION RESPUESTA SOSTENIBILIDAD (gf_sust_response_score_number) debe ser [0,5].","When name SUSTAINABILITY ANSWER (GF_SUST_SUPPLIER_PRESAR_NAME) be ""YES"" and the identifier as a supplier sustainability (GF_SUST_SUPPLIER_QUESTION_ID) is not the 7, the number value score Sustainability response (GF_SUST_RESCRES_SCORE_NUMER) must be [0.5].",gf_sust_response_score_number,,,,,,t_b0hn_sust_groups_fdbk_detail,,,,,,,,,N/A,N/A,,,,,,,,"gf_sust_supplier_response_name = ""Yes"" (cualquier valor entre los siguientes: YES | YEs | YeS | Yes | yES | yEs | yeS | yes)
gf_sust_supplier_question_id <> 7",FALSE,,GL_DOM_t_b0hn_sust_groups_fdbk_detail_5.3_003,NO CHANGES,,15.1.0,B0HN_sust-groups-fdbk-detail_MRField.conf,CUTOFF_DATE: Date of the data,,,#N/A,B0HN,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-b0hn/blob/15.1.0/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk-detail_MRField.conf,,06/11/2024,Stock,
Holding,,,,,,,,,C360-CS-0770,FINISHED,DELIVERED,,2Q23,,5.3-Comparison between different values ​​of data related to each other (data in the same object): Logical comparison between two fields or expresions are in the same object,,NO,,"Cuando NOMBRE RESPUESTA SOSTENIBILIDAD PROVEEDOR (gf_sust_supplier_response_name) sea ""Yes"" y el IDENTIFICADOR PREGUNTA SOSTENIBILIDAD PROVEEDOR (gf_sust_supplier_question_id) sea el 7, el valor de NUMERO PUNTUACION RESPUESTA SOSTENIBILIDAD (gf_sust_response_score_number) debe ser [0].","When name SUSTAINABILITY ANSWER (GF_SUST_SUPPLIER_PRESAR_NAME) SEA ""Yes"" AND THE IDENTIFIOR SUSTAINABILITY SUSTAINABILITY (GF_SUST_SUPPLIER_QUESTION_ID) IS THE 7, THE NUMBER VALUE PORT SUSTAINABILITIVITY SUSTAINABILITY (GF_SUST_SUST_PRESS_SCORE_NLER) MUST BE [0]",gf_sust_response_score_number,,,,,,t_b0hn_sust_groups_fdbk_detail,,,,,,,,,N/A,N/A,,,,,,,,"gf_sust_supplier_response_name = ""Yes"" (cualquier valor entre los siguientes: YES | YEs | YeS | Yes | yES | yEs | yeS | yes)
gf_sust_supplier_question_id = 7",FALSE,,GL_DOM_t_b0hn_sust_groups_fdbk_detail_5.3_004,NO CHANGES,,15.1.0,B0HN_sust-groups-fdbk-detail_MRField.conf,CUTOFF_DATE: Date of the data,,,#N/A,B0HN,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-b0hn/blob/15.1.0/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk-detail_MRField.conf,,06/11/2024,Stock,
Holding,,,,,,,,,C360-CS-0771,FINISHED,DELIVERED,,2Q23,,5.3-Comparison between different values ​​of data related to each other (data in the same object): Logical comparison between two fields or expresions are in the same object,,NO,,"Cuando NOMBRE RESPUESTA SOSTENIBILIDAD PROVEEDOR (gf_sust_supplier_response_name) sea ""NO"" y el IDENTIFICADOR PREGUNTA SOSTENIBILIDAD PROVEEDOR (gf_sust_supplier_question_id) no sea el 7, el valor de NUMERO PUNTUACION RESPUESTA SOSTENIBILIDAD (gf_sust_response_score_number) debe ser [0].","When name SUSTAINABILITY ANSWER (GF_SUST_SUPPLIER_PRESAR_NAME) be ""no"" and the identifier as a supplier sustainability (GF_SUST_SUPPLIER_QUESTION_ID) is not the 7, the number of number score Sustainability response (GF_SUST_RESCRES_SCORE_NUMER) must be [0].",gf_sust_response_score_number,,,,,,t_b0hn_sust_groups_fdbk_detail,,,,,,,,,N/A,N/A,,,,,,,,"gf_sust_supplier_response_name = ""No"" (cualquier valor entre los siguientes: NO | No | nO | no)
gf_sust_supplier_question_id <> 7",FALSE,,GL_DOM_t_b0hn_sust_groups_fdbk_detail_5.3_005,NO CHANGES,,15.1.0,B0HN_sust-groups-fdbk-detail_MRField.conf,CUTOFF_DATE: Date of the data,,,#N/A,B0HN,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-b0hn/blob/15.1.0/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk-detail_MRField.conf,,06/11/2024,Stock,
Holding,,,,,,,,,C360-CS-0772,FINISHED,DELIVERED,,2Q23,,5.3-Comparison between different values ​​of data related to each other (data in the same object): Logical comparison between two fields or expresions are in the same object,,NO,,"Cuando NOMBRE RESPUESTA SOSTENIBILIDAD PROVEEDOR (gf_sust_supplier_response_name) sea ""NO"" y el IDENTIFICADOR PREGUNTA SOSTENIBILIDAD PROVEEDOR (gf_sust_supplier_question_id) sea el 7, el valor de NUMERO PUNTUACION RESPUESTA SOSTENIBILIDAD (gf_sust_response_score_number) debe ser [0,5].","When name SUSTAINABILITY ANSWER (GF_SUST_SUPPLIER_PRESAR_NAME) be ""no"" and the identifier as a supplier sustainability (GF_SUST_SUPPLIER_QUESTION_ID) be the 7, the number value score Sustainability response (GF_SUST_PRESARS_SCORE_NUMER) must be [0.5].",gf_sust_response_score_number,,,,,,t_b0hn_sust_groups_fdbk_detail,,,,,,,,,N/A,N/A,,,,,,,,"gf_sust_supplier_response_name = ""No"" (cualquier valor entre los siguientes: NO | No | nO | no)
gf_sust_supplier_question_id = 7",FALSE,,GL_DOM_t_b0hn_sust_groups_fdbk_detail_5.3_006,NO CHANGES,,15.1.0,B0HN_sust-groups-fdbk-detail_MRField.conf,CUTOFF_DATE: Date of the data,,,#N/A,B0HN,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-b0hn/blob/15.1.0/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk-detail_MRField.conf,,06/11/2024,Stock,
